68;142;68;35;35;35
174;30;30;30;32;32
117;28;31;28;31;31
87;87;87;96;78;96
97;38;38;99;97;97
16;149;143;136;136;16
66;66;92;92;92;156
14;81;81;14;81;115
72;86;54;72;72;86
55;97;55;55;200;97
133;56;195;142;30;138
183;183;198;144;164;106
164;164;65;157;157;59
59;59;74;74;52;52
10;184;48;10;48;48
155;158;97;124;135;162
101;101;89;134;30;89
122;34;30;43;173;175
30;26;30;26;26;25
30;175;136;64;148;24
156;113;139;156;139;187
198;81;81;91;198;91
40;34;158;40;40;34
65;65;148;35;35;65
69;69;69;40;73;40
95;95;95;95;97;97
131;49;43;198;200;36
54;12;165;54;54;12
112;115;112;115;56;45
195;23;195;121;155;121
24;81;102;24;33;102
186;132;120;55;55;55
55;79;147;49;17;138
97;97;97;97;97;190
52;154;136;87;22;157
42;94;94;42;179;42
81;13;55;13;55;13
63;63;99;99;66;99
11;180;11;39;153;180
81;77;81;77;77;31
58;110;123;61;157;56
92;14;34;14;14;34
86;86;62;56;62;62
54;38;82;82;54;82
62;184;63;62;63;63
89;48;7;7;89;89
99;153;92;41;13;90
42;178;30;174;138;43
92;29;92;92;29;165
17;31;149;200;200;17
44;44;188;136;188;30
74;156;169;169;74;186
92;37;36;36;92;36
34;46;34;77;46;46
162;170;180;170;170;87
22;51;51;51;22;16
71;71;110;22;110;157
70;120;120;194;18;18
6;79;6;79;79;157
185;35;49;49;35;49
114;111;163;130;92;109
16;64;64;16;54;64
118;99;99;32;99;32
79;147;188;117;152;76
189;81;100;117;177;61
59;12;59;12;114;12
183;20;126;118;165;42
85;86;85;86;169;169
136;31;89;136;13;189
192;15;57;111;168;108
107;120;16;47;32;168
20;103;18;103;97;18
107;169;107;53;138;53
134;75;48;48;75;48
69;6;69;6;6;157
39;39;55;65;133;55
90;99;90;169;99;90
68;16;16;68;68;171
55;125;63;55;55;63
16;92;92;76;92;76
37;164;39;37;39;39
90;58;44;54;88;124
150;20;20;20;27;27
62;149;123;155;142;158
39;66;150;39;39;66
13;69;13;13;11;69
70;128;8;8;70;8
157;93;157;93;84;84
98;56;98;36;36;36
8;8;12;8;12;172
19;11;38;72;19;173
82;40;40;82;92;82
40;203;203;203;29;113
160;53;15;118;42;156
40;40;46;46;40;31
7;7;43;43;79;43
57;185;85;85;185;89
30;65;30;65;16;30
168;21;21;82;168;42
50;7;149;50;7;7
32;93;159;159;80;93
67;67;8;8;8;35
16;112;106;79;31;93
48;133;59;48;87;87
91;91;35;91;10;35
189;137;141;73;35;196
72;50;102;50;72;126
179;18;19;54;79;75
134;43;175;178;22;174
114;50;176;162;110;98
22;22;91;141;91;91
39;42;42;39;42;59
71;167;167;124;71;160
36;59;63;59;63;128
94;113;174;94;108;108
90;15;15;90;15;64
183;10;131;125;85;186
94;20;94;145;20;94
14;70;31;165;99;44
98;74;98;28;98;28
10;70;10;30;10;30
110;141;44;78;44;141
99;139;99;80;80;99
95;136;135;97;35;112
5;59;132;5;59;59
88;203;23;16;203;203
84;14;84;14;84;182
35;96;13;13;13;96
62;62;31;31;62;176
56;25;66;56;56;25
96;21;186;44;119;106
115;183;39;39;115;92
16;46;11;46;46;36
110;74;42;22;22;110
126;200;43;150;107;186
161;18;104;64;167;194
97;124;73;124;124;73
135;77;31;77;31;31
65;13;90;90;65;90
58;39;58;10;39;58
51;153;96;51;121;121
120;158;175;59;17;166
42;42;47;47;47;93
36;6;6;6;36;115
39;17;108;175;157;130
66;24;49;24;66;66
51;160;90;90;90;51
16;53;120;58;110;84
38;91;38;156;91;91
14;87;34;34;131;131
58;98;58;98;58;92
136;66;157;106;136;157
60;77;60;60;121;77
174;165;158;57;197;69
185;13;100;149;149;185
15;73;27;15;73;15
154;161;102;114;131;177
97;7;7;7;60;60
27;42;94;42;94;42
119;170;129;22;144;129
186;38;76;38;76;76
51;190;51;51;38;38
171;184;171;184;15;15
43;45;87;43;45;43
23;23;197;65;23;65
140;17;17;90;17;90
90;71;56;143;14;174
125;100;48;125;100;48
10;10;186;10;88;88
56;196;56;85;196;28
77;72;17;17;77;77
80;36;36;80;36;83
86;141;103;194;86;103
40;45;44;45;40;45
58;181;18;123;12;114
97;68;97;134;68;97
91;36;14;91;36;91
95;184;112;95;166;166
34;10;10;10;34;23
192;192;131;11;190;131
54;54;90;90;23;54
96;96;49;49;96;166
179;12;15;115;172;188
17;17;64;64;84;64
181;76;142;76;181;142
99;17;42;42;42;99
23;23;49;49;23;151
19;19;54;21;21;19
138;83;91;138;83;89
44;21;21;178;193;21
44;44;21;40;40;44
14;14;14;37;132;37
88;38;20;153;126;80
51;21;56;21;56;21
28;92;98;28;98;98
92;92;92;139;84;84
47;140;138;171;47;171
158;22;67;158;33;33
22;45;45;48;45;22
59;48;157;40;157;48
116;81;81;83;83;81
84;5;5;5;84;170
46;133;192;46;192;133
62;86;62;88;62;88
56;176;56;140;140;176
14;52;68;14;14;52
14;90;14;14;57;57
5;5;195;98;98;98
177;84;85;85;153;70
147;31;65;147;171;65
34;70;70;34;34;169
137;181;13;168;177;176
67;67;123;27;67;27
114;145;145;116;114;88
61;62;62;62;26;26
111;63;40;92;44;33
50;32;101;101;141;50
78;181;185;78;181;185
19;19;86;84;84;84
10;93;93;10;35;93
39;18;18;5;18;5
189;94;12;42;42;94
109;92;71;92;117;109
136;20;115;198;101;118
169;188;194;38;176;36
48;14;14;109;48;14
199;56;120;17;178;75
93;22;22;22;93;164
26;26;16;16;119;26
66;11;23;143;101;196
12;16;45;45;12;12
193;34;34;34;34;34
76;177;177;135;76;135
139;197;166;125;169;25
114;170;74;145;74;114
14;58;14;14;39;166
63;44;44;63;63;195
170;44;183;170;44;183
75;19;19;19;75;19
132;183;72;14;131;51
76;76;90;76;156;90
93;93;12;93;93;93
128;128;76;160;76;76
98;130;10;75;102;184
75;133;116;133;11;116
103;141;152;123;103;123
81;102;124;174;169;116
46;32;32;46;82;46
110;173;50;39;110;173
93;56;72;72;56;56
125;42;14;72;72;14
58;198;58;74;58;74
120;175;140;136;107;122
67;69;69;182;67;67
87;87;159;159;136;153
74;29;29;74;155;74
28;97;109;198;122;26
45;14;14;14;45;40
149;157;27;161;109;17
45;45;99;45;155;99
177;45;138;105;107;187
44;8;29;8;29;29
186;66;66;171;136;171
19;96;176;176;42;132
20;20;20;188;54;54
70;68;52;171;28;175
46;55;16;46;16;16
96;63;96;69;163;163
14;101;189;157;131;124
162;74;169;34;34;74
96;61;61;96;102;61
28;90;90;28;118;28
47;16;71;16;47;16
69;55;55;44;44;55
154;117;117;154;22;22
182;75;147;99;90;112
79;76;108;79;199;199
54;54;74;22;54;74
72;92;92;92;72;86
97;49;49;161;97;97
40;40;64;40;194;64
40;7;7;134;40;7
177;51;50;50;51;51
123;123;175;175;123;169
89;89;37;115;37;89
71;45;195;141;141;71
59;59;25;140;25;59
175;40;116;122;41;77
21;21;189;160;160;94
11;90;11;90;178;90
74;89;74;48;48;58
116;114;188;23;116;114
141;49;81;200;22;133
81;80;44;169;112;184
60;104;104;12;12;60
95;69;95;69;95;62
158;106;27;27;106;158
139;40;137;137;140;140
120;156;42;50;27;41
87;128;71;158;89;166
18;163;132;20;66;57
95;127;15;15;95;15
87;57;197;50;29;187
59;74;37;50;57;15
7;7;64;7;64;166
174;174;34;174;168;17
76;86;114;76;30;30
137;66;143;145;13;118
69;69;69;94;183;94
200;40;200;113;200;29
15;15;16;18;16;16
155;132;155;120;155;186
12;173;11;173;11;12
182;65;151;182;163;65
49;22;136;22;22;49
17;76;26;17;26;26
40;40;37;37;37;44
188;161;136;78;169;62
91;196;35;74;106;98
136;152;136;112;112;176
100;135;100;135;80;80
31;60;40;31;60;31
19;19;86;19;16;16
74;74;42;74;74;42
29;178;197;197;29;88
96;96;139;92;96;155
29;48;48;29;147;147
98;98;98;92;131;92
84;11;84;11;23;11
128;16;102;16;45;128
120;124;71;120;163;163
18;56;18;56;18;13
69;47;69;47;117;117
129;38;180;120;45;30
14;20;52;20;14;88
23;141;23;154;62;154
151;53;67;78;151;53
41;61;55;61;41;41
122;125;122;167;167;67
92;128;16;92;92;16
75;90;35;35;35;75
193;64;64;9;9;9
52;192;192;52;172;172
164;112;59;164;13;112
119;105;101;23;17;77
145;36;57;57;36;36
8;8;11;87;87;8
41;138;55;55;55;41
98;141;71;141;71;61
109;54;7;7;7;54
82;83;83;47;47;83
107;44;107;107;45;119
96;70;96;96;102;70
168;30;103;103;180;30
68;10;68;10;68;177
30;19;136;30;19;19
32;32;32;89;89;145
56;97;56;56;97;90
47;45;65;45;45;65
36;76;36;36;76;179
15;95;15;95;40;95
145;104;37;21;190;63
84;23;84;23;84;42
58;140;77;77;58;77
13;13;13;11;149;11
140;45;9;45;9;9
138;32;198;108;108;198
43;54;43;92;54;54
31;83;51;83;31;83
180;69;31;69;180;189
59;40;29;29;59;59
161;103;133;133;195;103
38;38;165;166;165;77
52;50;55;50;50;52
160;142;160;133;142;133
160;182;160;62;62;95
49;28;28;28;133;49
49;150;76;76;122;150
32;98;98;43;32;98
69;69;99;69;31;99
99;199;99;99;57;57
129;33;55;55;33;55
160;155;135;55;150;49
17;194;145;19;114;187
12;89;17;178;17;89
183;62;62;73;109;183
36;17;17;36;181;17
21;140;75;140;75;127
52;183;41;130;155;59
94;65;94;92;94;92
9;37;37;99;37;9
42;182;182;76;42;96
56;56;87;88;56;87
33;33;33;84;74;84
41;41;47;41;47;146
173;35;83;163;35;163
11;30;11;191;30;173
86;22;86;86;22;165
92;9;92;9;92;57
110;51;39;39;51;51
75;50;50;81;96;75
96;32;32;85;96;96
156;156;56;21;21;23
146;146;92;146;139;155
134;169;191;67;91;108
139;127;145;57;127;57
30;46;79;17;139;115
115;16;96;128;117;77
36;93;93;60;93;60
90;71;73;90;73;90
162;39;84;84;39;192
88;121;37;37;37;88
40;41;110;179;146;107
38;179;45;45;45;38
200;178;178;12;200;106
65;184;52;184;65;160
93;163;199;133;97;71
5;198;64;5;64;5
71;167;170;168;27;178
35;179;30;30;35;30
128;178;107;178;44;128
67;37;67;120;37;67
75;75;103;147;191;191
11;87;37;11;37;11
97;18;18;191;97;97
69;175;79;12;77;84
8;8;8;118;12;12
151;124;24;151;124;180
184;156;169;143;117;62
28;99;170;119;59;17
24;39;190;135;197;116
28;52;52;62;83;83
10;10;10;119;23;23
25;91;25;148;25;91
28;10;10;28;175;28
92;92;74;92;124;74
39;195;186;193;73;187
52;150;52;41;41;52
87;94;149;87;109;94
153;39;39;75;75;39
84;47;47;84;84;68
45;77;11;77;77;11
52;52;11;67;52;67
45;45;26;112;45;26
11;94;11;94;38;11
84;49;84;168;84;49
68;78;78;68;68;94
147;89;153;90;56;172
72;72;98;98;72;12
84;21;21;21;196;84
190;185;105;157;185;185
97;169;149;195;173;10
126;192;103;192;103;74
147;123;172;174;71;172
76;76;157;167;157;41
24;93;125;93;24;24
105;105;174;108;174;114
56;87;87;56;161;34
151;59;14;90;90;59
53;21;128;53;53;21
82;43;82;62;62;82
108;57;92;92;92;57
17;85;17;85;129;17
68;68;14;105;134;14
44;31;31;44;180;73
48;48;19;19;19;14
38;75;39;38;75;75
173;146;105;199;111;82
179;33;34;34;58;33
103;170;55;103;36;103
187;132;199;10;104;104
48;162;10;29;53;36
82;34;82;82;37;37
85;156;114;157;12;97
52;52;70;158;52;70
57;57;57;103;95;95
156;155;137;154;49;192
78;78;51;197;51;78
145;96;145;162;26;26
144;144;68;71;71;153
27;8;27;33;27;8
155;199;141;14;194;177
118;101;118;143;33;143
118;163;83;26;84;200
53;158;194;128;32;184
168;120;71;71;176;168
153;26;81;81;81;26
76;71;180;180;186;186
55;55;55;45;76;45
71;10;10;10;108;71
32;85;153;56;105;12
150;191;40;150;118;118
111;161;140;161;45;111
169;169;189;154;34;189
24;24;24;61;61;132
25;14;25;25;14;23
49;49;49;192;56;56
30;83;17;98;59;151
65;34;65;65;189;34
41;41;41;166;58;39
66;51;66;89;160;160
148;109;109;148;110;189
191;192;37;192;191;43
35;35;56;56;35;15
21;141;94;124;168;46
41;32;55;55;32;55
33;122;126;80;80;126
29;58;29;62;29;58
36;147;56;36;187;147
19;11;11;19;88;49
142;88;178;171;171;178
15;169;143;16;115;170
80;76;78;76;80;76
39;23;87;39;23;39
91;10;79;10;10;91
136;171;116;47;149;96
95;95;87;95;87;96
92;82;82;82;139;155
146;55;83;55;83;55
14;14;72;72;173;14
55;91;141;173;110;72
60;27;27;27;130;60
51;10;51;187;10;51
74;74;91;91;74;176
83;53;18;69;83;53
193;178;96;92;89;191
39;103;39;59;59;39
49;94;81;94;81;81
8;13;8;112;13;13
7;31;7;43;31;7
40;40;76;142;76;76
94;189;94;123;189;24
40;40;75;40;77;75
22;195;22;93;22;93
63;59;38;63;38;63
167;77;161;77;95;167
131;162;162;19;179;19
99;99;49;71;71;99
66;99;66;99;71;99
91;74;57;103;89;49
63;11;63;49;49;63
150;52;116;15;15;119
29;91;17;17;29;17
125;55;121;127;90;71
7;83;7;83;156;83
63;186;200;195;200;186
91;125;50;121;40;180
46;46;123;86;86;46
59;115;115;119;180;59
49;126;125;99;26;102
106;17;106;34;168;106
98;77;98;192;77;77
21;100;57;47;137;159
191;38;38;44;38;44
28;173;86;18;50;175
88;52;52;88;88;124
50;50;39;39;52;50
62;62;25;62;25;159
97;97;118;163;118;163
173;61;173;171;59;171
63;82;82;82;82;82
84;146;139;95;146;139
21;21;98;21;98;27
32;50;74;32;74;74
79;15;87;15;103;103
7;24;163;7;24;24
85;8;85;8;8;46
77;12;77;12;77;159
41;117;29;182;41;41
71;104;83;83;83;71
175;81;81;74;74;74
140;78;78;76;76;76
38;99;12;38;99;12
18;55;55;55;113;18
67;154;67;53;53;67
20;54;41;41;41;54
71;10;104;71;104;44
142;56;56;57;57;56
38;62;29;62;38;38
38;36;38;132;36;38
73;73;73;31;101;31
16;16;32;136;32;32
186;50;50;172;172;116
49;49;196;73;73;49
69;69;77;182;69;77
87;87;53;101;87;53
77;100;96;96;77;77
5;69;47;47;5;5
58;9;58;9;9;52
66;161;66;18;18;18
73;120;64;174;178;78
67;67;27;71;108;71
86;27;27;48;174;86
16;86;86;16;48;16
98;190;39;125;165;63
27;11;11;33;33;11
70;79;56;56;79;56
95;13;95;111;13;95
111;34;111;34;82;82
50;48;50;50;48;189
138;37;183;138;138;156
17;97;97;97;152;17
99;180;162;87;99;99
98;83;59;134;83;59
154;86;36;86;36;36
58;18;145;18;58;58
81;10;8;81;8;81
83;197;167;129;167;129
158;73;137;158;137;73
161;147;98;161;153;98
25;25;7;7;139;7
57;41;197;41;41;57
189;76;76;76;76;76
153;64;80;62;163;95
31;31;53;49;49;31
112;114;166;36;33;139
11;52;11;11;52;48
155;82;155;82;91;152
31;88;130;142;130;31
80;80;40;40;84;144
187;84;39;63;181;121
51;51;29;26;29;51
71;48;184;71;162;48
122;122;146;189;189;146
35;102;35;49;35;49
177;54;54;54;46;46
84;52;43;43;43;84
72;111;74;124;175;154
148;182;94;200;182;94
112;187;114;114;112;104
110;80;139;75;110;139
121;141;121;145;57;141
65;65;192;69;63;63
111;184;194;117;117;194
102;93;106;102;102;188
82;82;9;170;82;9
158;158;190;102;42;42
68;135;68;94;135;185
85;25;85;44;25;25
144;153;69;73;73;137
50;41;71;50;50;71
95;65;65;65;24;24
164;163;31;176;112;80
91;46;91;133;15;133
59;57;59;90;57;57
81;38;38;81;81;48
48;40;48;48;167;40
184;46;37;69;98;137
15;96;34;40;15;96
39;13;39;39;13;180
74;89;93;74;89;89
157;163;85;85;163;157
30;30;39;39;39;173
77;46;80;46;135;46
31;88;31;96;96;31
40;175;160;40;115;115
92;163;163;150;110;48
166;39;106;106;106;58
23;33;23;23;33;142
62;62;62;64;64;79
190;70;70;125;125;127
168;139;168;139;165;165
200;10;82;33;35;21
189;108;16;115;111;13
62;153;63;187;174;74
177;115;115;25;25;196
21;178;104;62;197;183
27;152;182;182;27;152
113;123;54;81;171;154
23;24;57;130;53;175
178;45;198;156;38;36
32;83;32;32;83;104
27;46;94;46;94;46
19;73;50;82;77;146
20;57;57;20;169;57
178;178;182;43;105;178
116;50;46;46;50;46
104;69;92;69;92;126
20;116;116;104;86;116
81;75;112;75;81;75
11;31;99;99;31;31
21;13;64;21;13;21
106;112;95;106;112;144
21;82;35;60;42;164
49;63;34;63;34;63
12;141;70;31;166;28
198;136;61;61;90;136
91;185;34;91;34;91
91;166;44;91;25;166
27;156;80;27;80;80
106;178;161;47;60;153
45;53;53;24;45;24
29;193;29;29;66;66
63;190;63;190;49;49
10;157;93;93;157;10
17;47;17;122;17;47
45;24;59;18;25;136
17;48;48;17;94;48
112;195;83;195;139;112
54;94;54;54;159;94
81;81;109;63;63;81
87;144;127;105;87;105
154;154;118;162;198;162
91;115;43;84;155;189
160;51;170;169;188;124
137;65;46;65;46;46
163;149;200;74;74;163
18;18;24;18;24;30
77;32;11;24;174;36
18;18;18;34;48;34
17;177;82;82;82;17
75;10;10;120;75;10
36;59;59;59;60;60
104;37;37;37;16;16
141;16;93;25;79;75
67;127;41;41;67;67
94;92;162;88;57;35
193;54;178;54;54;44
91;12;12;10;91;12
24;96;96;96;91;24
74;14;162;14;14;74
99;99;164;99;93;93
157;139;10;130;153;178
198;145;145;153;61;61
51;76;75;51;75;75
53;86;53;57;53;57
37;64;107;64;64;37
62;88;62;28;28;28
65;143;65;13;13;65
200;178;61;178;200;61
86;86;77;86;77;174
50;40;149;40;50;40
63;108;76;75;108;63
193;83;83;14;14;184
27;99;27;91;27;99
74;20;170;20;74;74
74;176;64;26;133;116
66;66;40;162;40;179
49;91;72;72;91;72
84;56;84;67;84;56
117;188;118;31;98;167
17;12;17;42;42;17
10;54;54;18;18;54
28;164;36;61;122;89
150;83;83;86;83;86
39;39;64;142;75;142
131;34;120;51;34;168
63;63;26;26;63;24
32;32;70;24;70;32
47;47;32;181;32;32
74;88;62;62;74;74
102;51;40;40;51;51
29;27;27;27;43;29
6;6;182;6;32;32
135;95;95;95;38;38
7;89;89;89;153;7
34;29;34;79;79;34
36;25;25;91;36;91
107;107;145;199;185;145
74;56;56;74;102;56
141;67;47;66;141;66
67;90;109;99;94;158
96;16;96;65;96;96
171;99;150;171;171;171
116;118;79;193;72;10
188;36;26;167;140;119
103;187;14;65;13;151
16;112;16;16;31;31
28;28;71;76;76;71
10;95;189;10;95;123
99;150;161;69;187;32
25;25;25;190;89;89
115;186;115;120;132;115
29;17;184;29;17;29
31;62;31;31;62;105
14;14;47;8;14;8
31;91;91;31;186;31
75;92;92;75;154;92
147;10;96;102;94;80
6;38;6;40;38;38
184;36;36;64;64;36
79;77;79;77;77;133
114;77;29;77;132;132
47;56;56;47;47;143
68;61;13;61;13;13
15;16;140;15;16;16
16;16;40;40;40;177
69;69;69;43;196;43
47;58;96;47;199;58
29;125;96;29;96;96
73;49;49;10;73;73
55;92;92;38;92;55
56;76;56;56;56;56
65;65;63;65;63;85
29;29;29;13;26;26
78;159;77;77;78;77
9;9;63;63;9;63
72;32;72;32;32;72
33;158;33;158;156;103
135;13;92;105;139;139
17;97;17;64;97;17
178;18;146;174;54;102
193;43;21;21;21;43
88;156;88;84;84;84
26;63;179;26;26;63
35;48;35;48;35;113
8;77;116;8;77;8
89;26;75;89;26;26
28;67;181;35;200;26
166;166;52;117;171;117
46;66;14;157;14;46
61;168;97;97;61;150
54;14;54;196;138;14
53;34;148;53;34;34
106;98;106;79;143;98
74;44;10;10;44;10
30;91;30;165;91;30
35;35;43;43;98;43
87;65;81;157;64;123
93;93;16;16;65;93
195;157;111;195;111;197
100;154;41;17;28;36
27;15;61;27;61;27
65;65;164;65;76;76
92;92;82;138;82;138
59;20;20;46;20;59
31;31;24;24;24;67
169;180;87;169;182;182
64;41;147;30;30;147
71;16;89;116;55;157
19;19;51;74;51;19
119;119;33;33;53;53
20;180;20;19;19;64
86;26;91;26;26;171
74;160;77;114;93;95
55;55;120;74;74;74
145;92;193;145;27;92
6;6;14;14;14;124
144;36;186;144;80;147
65;168;10;181;40;103
77;77;88;36;88;88
127;34;32;34;70;43
46;36;36;45;45;45
18;134;99;172;29;17
15;94;15;15;45;94
66;150;150;97;66;102
165;68;60;60;60;68
152;129;87;186;110;19
83;8;83;8;8;199
32;132;188;102;120;165
86;97;135;79;97;97
76;76;22;20;76;22
125;68;51;60;77;52
43;43;43;108;36;36
89;25;89;138;193;25
65;80;80;34;34;34
163;154;114;114;87;163
81;23;76;81;24;80
31;31;31;66;36;36
111;105;111;89;105;89
65;53;65;65;134;53
155;126;126;76;155;144
7;94;94;7;7;89
36;36;158;20;36;20
67;78;78;78;142;67
150;126;169;178;73;52
73;61;73;73;145;61
69;69;5;69;5;107
46;128;34;130;130;46
28;185;77;28;168;185
8;162;95;95;8;95
98;76;98;102;70;70
25;94;94;97;25;94
55;26;35;55;35;55
51;126;51;126;190;160
88;165;181;88;64;64
29;39;29;29;39;14
88;78;88;78;78;44
13;144;34;139;145;150
175;110;175;137;37;137
23;23;85;69;69;69
109;7;43;7;43;43
79;79;79;71;32;71
119;31;76;31;76;76
98;98;39;80;98;80
133;85;189;194;141;66
167;157;90;187;162;92
16;22;22;22;26;26
15;117;52;194;117;15
14;14;66;131;66;182
46;46;96;96;96;46
164;59;25;120;33;51
182;58;78;58;78;78
54;54;45;196;45;45
59;59;40;59;73;40
108;179;151;154;22;110
75;128;90;75;90;141
80;80;156;80;36;36
14;61;61;61;14;133
104;145;151;104;151;133
82;79;82;79;79;113
151;147;151;21;143;143
95;95;71;71;138;71
173;173;136;136;164;164
71;27;27;43;71;71
80;53;143;80;80;53
124;14;61;14;38;38
32;143;60;111;60;111
65;87;87;87;185;65
119;119;159;159;77;77
66;14;68;145;13;26
150;101;39;195;101;39
141;13;120;104;118;23
14;14;190;27;14;27
10;10;20;15;15;15
58;20;34;20;20;34
155;98;75;98;98;75
75;66;66;66;75;126
79;149;16;45;179;116
39;149;42;22;141;33
10;151;59;36;99;18
94;119;119;94;151;151
59;40;11;11;11;40
95;136;136;176;125;125
87;69;17;145;103;62
61;200;77;107;184;52
61;191;176;186;157;141
37;37;31;37;71;71
23;106;27;23;27;23
47;108;47;48;48;48
62;145;23;76;31;130
96;137;117;153;183;168
149;93;110;122;93;110
64;64;32;48;165;165
28;66;107;66;28;28
43;55;55;55;43;122
84;84;78;78;78;58
50;32;10;10;10;50
95;20;20;20;95;195
19;19;197;103;103;27
13;62;62;13;13;175
129;95;15;15;84;95
187;121;133;127;162;170
59;59;10;10;30;59
20;153;69;93;136;171
14;36;14;16;14;11
42;66;193;66;42;66
51;51;86;51;24;24
68;68;169;66;66;66
32;156;170;43;84;48
6;137;6;19;19;19
195;62;47;47;62;47
161;54;54;71;71;54
20;20;66;66;49;66
99;23;186;186;23;99
84;61;82;84;87;82
58;62;90;90;131;58
43;99;87;99;43;43
71;71;44;44;190;44
33;59;58;33;33;58
70;77;77;70;137;70
56;56;56;34;39;34
166;110;47;153;19;151
104;119;151;44;45;22
33;95;95;33;186;95
71;66;66;71;43;71
46;197;24;24;46;24
12;165;12;165;38;38
10;75;184;190;124;111
51;51;96;96;51;46
139;60;60;60;20;20
189;122;122;10;10;139
99;42;42;117;99;42
39;39;24;76;24;24
31;18;159;159;150;31
39;39;27;27;27;160
44;135;148;89;77;134
36;166;25;161;25;36
37;154;179;104;37;104
184;187;84;198;95;76
12;9;124;12;9;9
48;161;87;178;138;56
10;106;29;168;49;191
156;194;92;170;15;150
25;199;25;88;88;88
199;195;46;41;17;39
167;145;155;18;68;125
85;48;85;189;48;189
63;137;74;63;74;74
154;60;196;60;85;196
146;111;56;111;142;142
64;197;108;115;91;161
27;180;27;37;27;37
191;127;45;170;113;35
119;93;93;93;87;87
58;50;165;58;50;58
34;12;12;44;34;12
104;27;51;134;146;161
105;103;32;89;14;112
18;126;73;73;73;18
12;12;95;12;31;31
31;73;196;31;73;31
193;56;29;56;29;56
27;44;160;160;27;186
147;39;39;39;43;43
139;188;176;151;153;178
55;55;164;164;193;127
34;60;78;194;82;167
176;100;52;65;31;181
45;170;45;135;170;163
190;191;151;84;190;191
39;81;39;81;30;39
47;37;30;81;191;105
48;48;46;130;46;48
31;82;82;31;82;193
