39;31;14;79
29;24;64;17
26;20;15;88
7;56;90;48
79;31;2;67
57;4;84;88
41;82;58;28
76;70;9;36
69;89;3;8
70;26;22;29
17;64;82;74
62;54;85;10
56;33;87;34
12;59;46;13
15;83;28;80
31;25;19;11
73;66;71;81
60;38;49;57
26;90;22;87
53;62;18;69
19;16;86;4
66;1;63;15
90;43;54;87
75;90;42;46
68;74;13;74
10;60;77;84
26;77;53;16
9;82;86;16
22;67;7;54
84;62;78;12
59;50;49;83
66;69;38;45
43;11;88;76
82;35;77;1
38;74;87;36
64;89;15;30
75;78;87;66
78;49;73;39
88;71;40;42
15;12;19;48
63;7;87;35
55;48;62;77
16;18;3;23
90;7;51;5
44;19;26;41
58;71;13;33
43;7;74;29
66;20;85;39
49;2;86;44
44;78;73;9
9;54;13;78
7;28;51;10
20;76;74;41
73;44;84;60
61;34;39;52
46;84;68;86
80;56;61;61
59;60;44;48
30;72;55;52
69;78;43;37
20;89;79;2
57;59;89;86
28;32;22;12
76;45;17;19
88;39;36;81
68;52;9;16
37;52;63;37
65;8;29;8
57;90;40;66
51;43;2;22
66;23;10;23
39;71;30;86
26;77;83;39
65;35;47;13
77;15;3;45
11;47;76;72
78;5;85;27
40;1;88;34
71;18;15;87
19;31;66;60
35;41;47;47
57;5;27;25
76;18;58;90
48;50;48;30
64;44;20;79
39;72;12;1
27;11;34;67
23;12;31;13
1;56;42;67
68;41;80;10
31;10;50;32
87;12;45;81
58;43;33;2
49;37;89;79
63;69;61;84
64;88;36;24
69;3;72;66
56;7;79;81
18;61;64;31
4;90;26;86
53;49;35;25
58;15;38;50
28;62;27;53
29;61;17;57
31;64;33;52
88;33;62;45
59;16;31;18
77;11;28;17
18;55;26;66
73;13;27;37
49;11;83;40
33;67;47;33
27;23;67;89
15;17;37;50
79;58;89;8
57;32;24;55
42;75;80;11
27;81;18;55
90;27;12;42
16;60;30;1
50;20;19;70
18;2;55;60
60;7;13;53
43;18;33;67
24;79;26;37
13;79;75;71
69;52;43;49
47;84;88;11
14;28;67;79
41;53;58;55
20;55;39;32
40;16;46;9
16;57;6;19
31;20;14;82
34;35;66;61
5;48;2;42
83;2;22;1
48;2;16;42
31;53;49;23
18;4;49;39
10;24;68;36
16;6;63;42
28;10;10;57
6;68;12;67
61;1;37;42
22;25;64;30
65;40;14;34
46;11;15;33
87;64;71;74
72;5;19;86
58;73;85;89
44;35;20;81
8;3;10;42
76;81;86;32
8;5;85;47
16;60;48;79
38;47;47;41
13;43;45;60
27;26;62;11
49;13;76;64
66;33;21;25
65;62;65;31
46;64;63;14
5;87;58;33
21;3;52;66
47;6;68;22
56;56;11;42
43;84;46;12
69;48;58;9
75;42;65;19
65;84;33;25
21;25;41;78
26;86;62;9
87;33;36;35
20;68;49;26
10;47;14;62
31;63;71;11
19;35;68;59
43;44;89;17
53;37;85;90
38;61;75;52
78;11;39;90
85;60;18;14
85;81;28;26
23;34;15;66
63;49;53;2
18;20;5;23
1;10;68;88
1;55;67;17
35;35;69;9
69;52;62;25
14;21;23;12
26;59;55;8
29;11;83;72
45;26;61;19
68;16;51;41
73;47;48;39
36;73;19;1
20;84;41;83
84;52;29;76
59;20;89;50
23;25;7;58
48;5;43;17
78;19;21;1
61;58;49;79
47;50;30;32
22;28;29;46
47;33;84;16
71;9;86;62
13;52;5;9
1;30;89;9
85;25;58;12
38;48;35;21
3;65;14;59
44;39;26;48
21;77;51;28
28;17;79;57
22;55;75;22
80;41;16;9
50;74;37;16
58;38;43;81
83;61;75;62
41;78;25;56
60;72;7;44
90;62;30;88
14;6;18;26
37;21;55;66
36;32;47;23
4;2;20;8
10;85;72;47
15;33;81;83
41;87;36;60
43;16;40;7
43;34;87;22
81;23;32;24
34;20;24;80
37;65;1;50
75;7;6;83
61;23;5;46
62;81;28;79
76;62;34;6
70;76;24;14
79;75;71;56
77;41;15;9
47;28;17;30
7;11;71;19
20;87;24;30
64;62;38;34
43;4;76;83
87;10;73;16
48;42;77;11
42;37;73;21
73;26;28;22
7;84;70;20
50;89;13;5
73;32;75;7
18;87;63;32
2;45;80;27
78;83;47;83
82;15;2;54
44;4;89;25
74;4;45;32
59;21;15;9
69;44;45;61
31;52;43;80
41;42;32;90
7;39;37;9
44;47;65;86
77;56;79;65
30;51;62;68
34;64;88;32
63;21;46;71
70;76;74;84
21;61;30;56
56;43;2;57
50;43;25;78
87;24;51;29
52;46;84;79
53;61;73;55
72;58;18;11
51;25;31;90
36;35;57;43
5;44;50;71
19;90;29;47
5;32;84;88
74;14;90;43
18;71;10;86
65;30;27;74
66;66;61;45
3;69;6;39
7;7;29;69
11;63;24;88
30;34;40;18
35;13;67;21
89;24;49;3
13;41;51;55
73;85;39;7
54;44;1;58
59;88;34;49
49;27;18;27
52;32;39;20
38;64;71;65
71;19;65;22
87;26;43;7
62;78;89;29
3;4;64;64
42;66;47;63
25;62;59;16
15;58;54;67
3;42;79;20
88;11;87;69
2;38;50;58
33;61;48;75
44;7;37;10
15;33;1;15
44;20;45;35
68;15;27;34
32;5;9;90
34;71;20;72
6;25;2;38
34;74;21;31
71;24;68;13
51;62;49;43
65;77;5;49
38;37;81;20
18;24;37;12
42;15;5;53
72;31;44;40
32;45;76;8
51;83;37;50
50;71;73;25
56;86;29;47
18;74;30;22
32;19;71;78
61;54;16;1
75;88;16;11
59;53;38;75
32;27;53;33
73;78;88;38
68;7;17;20
86;17;18;48
36;14;79;21
31;41;2;87
53;88;45;80
2;16;7;70
22;57;61;55
1;16;63;72
14;16;3;3
2;30;27;83
15;11;40;80
3;18;59;63
49;74;53;26
26;78;5;53
41;83;47;13
75;73;38;69
83;43;86;1
88;48;16;72
49;82;39;11
8;42;61;43
2;13;40;80
4;83;11;28
56;10;65;57
83;1;19;41
65;70;69;6
90;76;47;24
9;90;22;47
37;26;50;17
17;49;57;63
36;76;22;51
7;22;10;83
51;43;29;50
88;41;71;4
46;23;30;5
10;47;81;20
35;22;72;89
55;34;26;18
17;12;33;11
14;43;17;22
54;81;32;43
42;73;11;36
1;57;5;13
41;61;25;83
47;36;17;37
90;11;53;44
80;51;55;79
30;18;27;5
61;12;34;8
89;90;59;80
11;62;83;2
12;89;2;54
78;70;20;20
62;65;85;77
9;23;31;71
7;28;38;42
66;29;86;54
64;15;22;45
16;48;24;87
67;68;12;34
14;49;85;41
67;8;82;47
41;27;21;43
54;42;15;53
43;43;58;51
17;45;9;9
54;26;37;2
11;85;67;84
4;4;46;46
82;48;88;86
34;28;54;44
19;13;79;68
82;57;73;23
86;65;61;86
83;65;56;29
19;1;17;73
5;31;53;42
43;72;78;68
5;37;47;52
23;50;7;42
30;83;7;16
74;18;26;22
32;84;40;28
63;80;44;56
46;65;74;20
84;2;49;78
27;75;39;19
57;3;90;11
33;22;30;67
87;24;25;70
33;33;13;43
33;56;52;76
3;1;41;63
55;63;6;5
68;40;58;20
21;24;56;23
53;80;2;39
6;81;4;53
25;77;58;76
66;63;85;51
14;89;41;25
1;35;65;52
72;35;74;85
4;35;11;58
51;60;78;38
70;33;6;82
81;13;8;2
45;11;37;8
21;38;57;80
32;82;17;26
2;61;48;2
16;65;54;6
70;10;48;37
12;11;85;21
33;65;39;34
4;60;17;13
4;68;67;27
67;5;23;51
44;68;64;39
64;73;59;3
58;75;48;22
74;8;71;67
70;76;42;36
16;26;70;8
11;77;24;72
47;66;65;83
21;60;10;74
46;87;32;75
74;16;20;52
5;10;61;28
38;80;70;14
78;48;51;81
1;6;73;22
62;3;85;14
2;47;86;3
48;4;50;43
16;30;37;40
86;80;4;16
1;35;56;71
79;4;6;4
74;58;69;59
1;41;17;65
7;9;46;6
19;22;32;62
27;61;12;57
80;61;78;24
12;73;18;56
12;25;60;4
13;3;27;50
77;5;67;19
58;33;26;30
2;57;3;71
67;12;11;5
14;5;22;80
42;86;61;9
45;21;70;59
77;52;73;54
37;11;11;47
33;27;72;10
58;82;18;22
52;77;77;38
57;36;43;69
74;28;45;3
4;44;28;40
46;75;33;47
3;54;74;25
30;40;76;25
70;51;73;11
30;80;59;35
50;87;10;18
76;80;70;42
55;45;60;26
45;84;36;63
57;46;2;19
20;39;54;22
81;36;11;87
72;6;46;47
28;14;70;8
18;4;51;83
53;28;68;62
70;56;76;1
73;81;62;85
5;77;38;4
57;62;35;35
7;39;70;54
16;65;13;67
86;80;2;53
14;87;10;40
77;41;28;55
87;31;28;85
51;26;17;78
43;46;87;53
63;42;71;5
71;67;71;78
30;53;22;53
60;41;2;52
37;11;14;86
46;27;17;48
85;51;62;22
52;18;90;63
85;35;32;81
17;78;74;45
84;78;59;30
6;78;37;55
43;83;13;34
59;73;71;18
75;12;3;10
87;1;60;71
12;15;54;12
8;72;18;79
42;45;62;63
82;26;21;90
55;86;82;74
48;11;51;78
51;72;35;45
66;30;82;33
22;85;57;29
36;78;30;39
21;73;35;81
22;35;48;29
11;64;7;39
83;72;68;64
61;14;14;43
78;41;39;34
10;64;35;44
1;14;66;77
22;37;76;36
20;85;80;61
6;40;15;21
83;56;90;17
47;23;64;50
70;34;77;7
82;69;57;30
24;30;14;73
10;52;17;11
61;42;65;83
17;8;63;6
51;68;27;59
31;6;38;87
74;88;9;46
3;54;4;62
44;10;6;35
82;71;18;56
18;31;77;74
22;67;59;76
69;22;68;60
14;15;86;31
33;32;87;55
40;18;36;27
81;90;28;22
21;23;62;70
61;63;57;48
49;32;27;29
42;32;82;70
85;47;38;79
70;11;67;41
46;67;40;4
1;10;86;73
45;4;58;84
34;44;44;68
35;21;22;80
60;22;83;79
65;35;11;49
84;33;84;66
24;55;85;90
38;77;90;66
82;15;70;60
77;51;14;40
16;50;87;12
72;24;70;38
33;80;72;25
90;71;70;74
14;43;5;46
58;45;61;44
28;51;25;15
13;45;6;25
15;45;78;85
40;62;55;22
63;75;28;63
21;57;62;51
56;17;65;74
3;68;45;52
22;86;64;73
83;12;80;27
38;26;84;67
5;48;19;83
84;28;24;90
11;11;9;9
78;65;21;87
21;75;23;30
35;31;42;9
61;5;19;56
66;34;59;65
51;56;11;58
28;4;53;29
71;40;5;64
50;26;15;81
40;51;25;55
17;69;85;57
8;59;12;45
1;59;33;90
85;28;33;3
77;47;66;45
12;31;83;31
84;41;51;38
38;16;32;15
20;37;79;5
22;82;8;87
61;66;66;19
42;90;44;23
39;69;67;25
33;81;43;60
13;11;29;76
56;81;38;57
86;85;82;85
71;46;36;86
32;18;36;86
7;71;72;63
31;71;29;60
44;70;55;42
72;83;63;72
17;20;38;40
12;24;25;52
31;46;54;59
13;32;51;89
62;65;32;66
89;58;32;85
12;69;9;1
9;32;58;73
72;72;78;49
57;47;28;77
72;78;14;20
18;26;61;2
38;32;4;54
15;40;8;6
40;24;88;18
43;28;85;58
63;21;49;51
18;56;66;53
86;28;60;18
20;40;35;8
17;45;59;11
75;51;39;58
64;13;25;54
21;69;20;10
73;88;56;61
54;10;73;27
86;25;87;12
58;50;58;34
17;20;11;22
19;57;53;20
84;57;76;21
23;90;6;50
53;36;42;77
36;85;80;22
19;46;23;43
84;73;51;12
11;62;69;53
74;59;83;24
36;26;41;42
83;11;23;57
21;60;8;74
12;61;16;17
90;90;5;76
69;73;29;35
33;12;70;6
16;49;33;67
7;36;17;7
34;27;50;79
56;56;48;58
44;51;12;56
51;86;82;77
52;60;62;1
52;36;47;26
56;45;83;86
63;74;8;36
25;65;26;5
76;52;58;6
66;67;19;60
47;77;39;49
67;67;13;31
52;4;55;77
26;45;50;2
89;54;80;43
24;2;43;25
17;58;54;57
25;22;37;11
1;20;44;57
86;68;82;19
4;83;63;17
5;52;78;33
87;54;38;18
31;12;87;25
40;8;56;57
65;66;61;60
75;74;69;73
52;41;64;31
45;4;65;21
66;89;24;72
14;51;3;81
64;38;57;4
8;40;64;9
50;58;59;82
22;11;90;65
31;72;19;69
5;10;46;1
6;30;10;19
67;19;80;49
81;80;71;79
76;34;39;1
8;80;54;37
51;74;60;31
34;42;44;14
33;78;29;48
39;47;36;67
64;57;14;54
6;62;37;50
51;86;76;56
15;75;53;9
58;86;11;22
44;66;63;22
62;65;3;60
41;30;21;62
13;55;74;5
65;17;56;50
64;23;45;38
2;30;81;47
28;2;31;38
89;78;21;75
59;40;62;17
43;30;30;50
51;70;69;78
1;52;64;62
21;3;65;6
62;85;87;76
57;81;64;76
61;14;54;51
12;46;5;5
55;53;51;37
90;76;8;55
55;14;33;64
75;4;86;28
89;71;29;29
69;2;52;55
41;28;67;27
64;39;2;65
21;55;38;81
66;15;59;64
34;66;37;68
2;17;39;66
55;42;68;16
5;5;72;13
66;56;14;75
13;10;81;87
37;88;85;3
89;22;43;9
4;18;35;89
67;61;29;48
15;88;79;84
90;7;23;70
55;72;67;7
62;1;56;1
76;51;87;10
25;15;25;62
3;68;43;22
3;58;55;33
82;66;54;3
41;25;16;82
56;37;70;35
5;44;83;17
42;4;30;75
1;15;41;52
74;88;56;25
52;31;13;24
65;36;1;44
46;16;50;9
51;8;15;43
30;26;50;27
18;76;5;22
41;88;55;36
81;14;22;34
35;7;59;5
44;88;75;20
13;12;31;66
65;33;68;72
87;75;78;61
88;90;83;15
65;67;48;47
46;34;11;4
67;73;54;47
73;17;72;90
65;88;16;32
81;12;5;77
40;8;90;52
39;60;40;64
4;7;36;75
36;30;81;60
82;8;10;38
54;66;65;25
19;20;12;70
77;75;15;67
30;83;69;77
60;48;3;71
24;79;77;30
52;80;75;59
5;22;28;22
26;29;44;62
55;9;49;32
65;23;18;85
82;43;5;75
61;16;6;19
11;47;90;23
29;21;50;79
83;41;71;67
56;46;71;82
73;54;24;21
20;11;3;44
72;22;1;59
27;8;44;57
8;1;61;3
78;9;37;35
52;62;25;23
19;24;31;75
38;40;90;55
82;12;4;10
14;28;1;51
12;61;63;80
83;3;22;11
63;86;74;52
83;80;88;3
79;69;46;2
43;85;20;57
1;61;70;17
22;75;52;15
69;62;85;15
15;6;6;74
70;24;85;44
3;71;53;51
69;14;66;87
43;40;6;6
36;10;36;19
23;66;9;77
30;29;1;8
8;45;14;80
1;79;58;85
39;14;68;43
72;45;57;7
37;10;30;2
89;26;18;32
44;19;65;31
14;2;82;40
29;83;88;56
30;46;3;49
25;45;44;4
38;68;82;42
33;85;58;41
21;20;84;37
84;82;35;1
86;23;83;71
64;15;77;40
49;53;33;24
45;54;52;62
57;38;29;22
57;67;88;52
44;32;80;84
5;7;7;10
10;45;31;24
61;84;58;72
14;66;61;6
86;8;22;47
33;20;40;31
69;11;34;85
40;2;46;60
47;2;68;61
2;55;84;10
79;11;50;48
37;39;13;53
65;1;86;81
15;24;73;20
13;81;53;29
14;40;29;27
69;15;40;14
51;21;45;64
75;65;90;54
54;65;42;30
57;22;88;38
9;63;25;76
18;22;75;45
81;16;57;14
18;50;50;57
75;75;16;50
88;37;30;16
84;54;22;25
69;65;47;9
4;2;66;90
58;75;54;13
66;13;1;14
27;29;16;23
16;24;54;71
11;72;6;56
26;51;38;17
83;40;63;56
46;85;40;81
74;75;63;30
41;59;28;30
51;17;70;33
48;89;64;59
32;2;86;24
11;36;27;74
49;1;54;34
32;54;45;72
40;2;90;72
16;60;9;44
79;52;43;9
34;13;2;80
38;20;23;15
38;69;13;32
30;50;67;61
52;26;3;63
83;72;52;43
80;5;88;8
73;65;14;31
18;74;35;35
2;27;35;32
90;47;12;83
3;77;83;18
70;85;1;32
71;53;30;39
47;46;30;84
2;46;76;78
75;88;36;25
12;65;10;70
55;49;86;33
5;82;52;33
5;75;23;7
45;2;1;32
71;16;53;7
26;54;76;40
36;65;57;35
42;77;78;15
41;45;90;67
33;88;55;72
46;69;32;73
79;31;70;5
84;28;86;84
12;69;53;64
15;31;15;90
47;37;41;11
83;21;12;77
10;16;35;26
14;45;40;75
57;34;87;77
25;15;44;29
11;55;77;31
30;14;26;53
37;16;60;58
58;30;27;42
38;70;17;82
54;49;67;39
45;41;18;34
84;84;90;41
39;60;13;35
7;31;61;18
41;80;81;10
43;56;85;30
28;22;23;46
25;70;22;75
63;8;16;61
80;60;83;35
19;81;87;74
65;62;40;82
61;24;90;16
36;87;63;40
63;5;2;10
57;45;77;33
76;43;11;23
66;8;50;83
90;58;72;60
15;90;30;44
76;89;7;28
37;2;5;51
12;18;50;79
9;71;84;74
83;14;44;69
24;77;18;47
50;6;22;20
48;55;18;32
52;16;5;70
63;73;47;79
11;10;42;40
53;73;53;39
83;3;35;64
58;66;77;71
18;47;15;71
21;23;8;61
9;54;12;79
12;10;25;47
11;70;26;15
34;40;5;77
38;54;48;46
24;76;37;36
63;2;73;47
51;74;90;49
71;60;49;37
25;3;16;47
76;66;21;47
7;49;3;37
78;65;58;26
7;17;2;23
79;54;72;35
40;36;42;7
33;28;18;84
84;46;47;15
37;35;37;80
88;86;40;84
9;50;66;90
87;41;85;53
45;59;48;51
13;65;70;7
85;73;54;19
77;88;30;37
54;45;88;63
90;46;2;74
66;63;74;76
32;37;36;34
73;27;61;40
54;19;60;84
25;31;10;1
29;15;19;34
88;73;7;21
83;24;32;71
37;63;59;11
36;62;30;35
87;15;32;67
18;34;62;7
75;46;46;82
25;82;59;82
55;10;11;89
15;43;45;2
39;38;66;39
38;23;28;62
23;9;30;16
24;70;36;46
28;79;1;86
7;17;5;8
6;23;44;32
72;68;88;68
17;11;47;27
27;56;86;77
86;11;51;61
79;69;54;66
58;16;37;8
27;75;23;8
75;66;34;20
18;21;86;38
12;1;49;40
85;85;60;43
70;6;81;32
14;4;71;15
7;39;1;29
65;47;8;11
54;80;42;32
8;3;82;76
88;65;73;36
30;45;83;61
41;70;27;23
15;67;11;56
27;10;47;88
14;64;67;7
72;51;77;31
39;15;66;5
70;86;65;40
79;76;7;46
56;14;13;48
61;72;66;74
81;44;90;17
19;15;4;46
52;18;54;23
12;36;62;7
83;33;35;38
68;30;10;15
89;4;10;30
58;85;30;58
25;77;61;83
61;82;5;58
56;55;54;43
83;68;8;69
64;4;23;13
78;77;74;34
10;2;9;82
44;82;39;65
69;82;2;20
82;28;9;90
14;75;45;66
75;73;10;44
60;63;42;50
4;21;84;45
18;44;50;45
17;89;31;5
38;29;64;26
18;85;22;82
57;62;86;34
18;53;54;60
21;81;74;80
69;82;21;81
37;58;50;67
69;24;83;26
51;75;65;87
57;13;6;46
25;36;11;24
73;67;42;35
71;20;83;19
84;29;66;43
1;52;2;40
75;62;68;75
62;89;59;31
65;5;64;16
10;41;10;25
1;32;15;34
22;56;55;13
71;56;71;47
31;23;22;3
65;76;81;78
11;5;49;56
52;50;45;50
83;10;32;69
48;3;88;44
51;54;6;74
74;89;78;82
49;82;77;17
63;80;76;37
69;18;53;21
75;46;59;55
56;86;59;13
69;16;9;41
74;2;57;64
47;68;62;17
71;17;38;84
1;60;73;65
78;10;65;24
22;52;56;43
51;34;56;83
14;50;75;78
28;82;26;74
39;34;7;22
33;53;81;71
76;29;59;43
40;12;31;5
70;19;60;77
74;82;53;40
57;88;30;59
38;74;22;47
12;16;76;4
69;17;45;22
47;80;74;90
88;27;26;16
73;59;9;32
8;15;89;18
54;54;20;53
89;34;8;20
18;18;1;37
22;6;28;87
55;54;40;46
56;76;29;40
42;44;87;32
70;31;74;8
61;78;51;15
42;24;88;84
50;29;15;2
16;20;8;25
8;37;24;90
63;38;46;44
90;57;62;76
88;57;47;56
18;89;71;68
80;64;62;34
55;12;83;63
61;68;67;48
79;67;44;54
55;30;7;19
77;64;71;52
72;57;1;46
53;59;11;50
56;15;85;32
23;82;23;79
70;59;28;71
34;27;89;51
13;33;83;77
14;60;49;10
12;84;58;4
83;40;9;39
34;8;23;76
74;50;90;3
2;19;46;75
18;8;87;32
36;52;73;81
37;55;44;15
88;43;22;87
48;12;44;4
52;21;21;30
88;38;53;90
45;50;71;86
11;36;52;53
1;35;57;41
58;28;68;55
4;63;44;16
88;22;77;89
54;50;29;19
75;33;56;43
13;60;4;16
8;88;52;87
18;84;84;70
12;10;69;89
41;40;47;4
88;10;63;64
81;37;84;17
49;55;23;16
80;32;84;57
58;45;27;42
67;6;25;23
72;68;9;5
1;88;51;75
15;53;24;10
7;64;3;12
8;70;2;45
17;4;49;11
47;33;22;9
42;38;53;30
11;52;78;21
81;77;81;61
52;57;14;43
35;78;71;79
68;49;33;41
62;10;71;56
50;44;83;1
37;14;2;47
38;41;89;56
13;53;42;50
41;22;67;74
66;59;58;66
76;62;44;44
52;39;11;35
48;64;63;87
75;24;86;6
35;57;31;85
51;76;65;28
90;40;79;87
58;43;78;90
11;16;29;85
9;1;57;21
28;74;41;64
24;18;27;43
28;24;8;22
26;26;49;61
1;63;12;83
70;6;43;67
66;30;66;81
89;5;21;9
59;63;21;14
49;50;61;16
72;25;78;64
21;16;83;3
38;46;49;85
83;51;78;54
59;88;81;26
18;38;69;9
56;9;78;47
8;55;21;82
87;32;22;31
80;44;89;30
48;5;13;46
64;55;51;77
35;20;20;46
8;72;61;10
43;37;42;19
12;9;7;23
44;57;14;44
58;74;45;78
12;36;21;12
22;65;12;60
72;21;86;29
78;21;32;23
71;54;31;78
82;57;5;19
16;28;89;42
72;5;69;33
26;37;17;20
54;56;36;65
46;19;90;43
1;14;85;65
34;19;40;12
9;59;77;52
23;6;54;72
64;3;25;61
86;40;46;72
40;82;58;83
39;11;36;63
49;22;49;19
79;40;67;24
6;11;54;34
87;28;22;24
16;1;8;36
60;67;64;69
1;87;38;77
53;5;45;55
42;85;24;10
85;22;49;5
85;67;3;57
45;66;83;25
75;5;88;43
57;2;38;88
74;82;40;15
69;19;84;8
32;20;18;46
85;67;33;42
46;45;79;40
82;26;56;31
11;26;41;65
18;59;4;55
43;56;48;20
58;86;17;46
67;36;5;1
83;36;52;16
86;53;17;71
86;6;86;22
17;21;24;17
79;74;76;34
20;59;69;31
8;19;80;36
82;76;7;67
22;36;46;86
14;20;7;60
65;28;72;70
1;86;68;36
27;49;50;17
74;52;1;69
78;29;73;46
1;14;6;15
10;35;9;1
77;61;64;54
48;18;12;27
22;79;53;70
28;1;78;11
25;45;36;49
65;53;73;16
4;63;21;59
19;88;84;55
15;5;88;79
34;83;58;4
80;19;2;53
70;13;38;76
86;21;67;59
75;21;21;4
55;25;10;33
34;43;51;63
70;1;58;83
11;88;44;86
86;34;87;53
82;73;14;51
81;85;31;6
13;71;61;31
69;53;53;3
6;76;59;72
63;53;62;21
19;50;28;68
85;31;90;26
83;26;20;29
13;83;22;64
30;24;39;9
20;62;68;43
59;10;29;71
46;77;65;57
17;83;55;69
56;80;78;18
56;37;2;10
2;84;11;69
44;42;73;45
45;12;2;40
59;88;9;22
63;83;85;28
76;53;44;57
29;33;43;48
30;41;63;25
9;33;51;30
58;57;7;18
30;45;46;90
76;41;9;14
60;71;26;9
1;38;34;13
46;71;74;3
72;43;81;53
47;21;34;79
8;35;28;67
18;16;45;50
34;82;15;20
11;26;76;34
4;37;86;82
27;20;29;82
67;53;23;3
31;59;26;31
62;65;17;84
26;71;25;55
66;43;74;34
51;71;37;50
74;20;37;30
77;4;88;70
72;15;47;87
35;9;18;55
85;13;74;7
7;65;12;29
8;36;37;88
46;35;59;29
57;26;28;11
26;85;14;40
34;47;59;20
18;77;79;60
25;62;21;90
50;90;77;84
17;13;90;13
75;18;9;90
88;66;80;90
57;90;82;83
56;34;11;71
24;89;30;37
82;31;87;12
8;42;28;72
8;30;24;60
37;17;83;80
85;74;20;49
58;63;55;72
52;42;90;31
67;56;63;11
1;21;36;64
42;49;61;73
90;14;38;40
57;31;74;12
36;7;50;42
57;2;28;7
35;65;28;32
31;21;49;66
78;62;6;43
62;40;66;57
86;26;29;83
35;44;46;84
32;77;73;51
7;81;14;54
38;13;24;64
63;44;62;52
6;81;18;77
85;9;22;32
63;72;1;89
4;17;44;10
58;28;74;19
68;29;13;28
24;84;33;37
53;18;46;12
16;31;36;7
16;11;32;76
83;5;23;23
23;47;35;57
7;25;79;45
52;21;85;55
57;38;51;24
57;33;54;70
4;33;34;70
72;74;70;72
4;57;31;57
13;56;50;80
50;80;24;1
80;66;80;19
32;14;41;89
30;4;55;65
74;23;35;24
84;26;2;82
59;78;89;53
7;22;80;36
6;19;67;63
87;47;17;87
16;38;11;68
56;53;64;84
70;67;19;21
51;14;8;86
31;2;44;45
57;28;61;13
38;71;85;72
90;87;70;14
64;56;6;71
75;9;79;53
64;86;7;38
3;12;8;3
73;64;87;65
22;60;66;48
77;65;20;16
46;14;81;40
16;24;75;62
3;14;36;66
8;4;15;53
45;52;30;22
15;3;51;11
48;44;8;28
79;58;11;53
61;73;25;50
14;45;61;9
23;60;56;12
86;48;10;21
36;38;11;51
43;66;82;82
67;75;58;11
81;20;85;23
32;39;63;48
79;5;27;24
67;89;16;53
17;76;80;6
8;88;32;20
20;2;7;51
27;13;31;28
37;64;82;86
9;52;5;9
60;12;14;33
15;56;25;66
23;6;76;55
2;66;71;87
57;78;25;49
31;35;38;28
25;24;71;50
43;8;44;86
70;59;5;43
82;25;29;56
11;53;2;77
50;47;74;41
46;55;69;6
52;29;86;86
23;55;76;4
1;26;12;19
86;74;40;75
37;18;79;27
44;5;31;86
57;18;62;64
74;23;30;80
19;65;7;87
57;28;26;85
31;58;17;78
61;5;39;62
87;75;3;16
16;30;27;81
4;56;35;86
23;79;77;12
63;82;12;25
68;78;60;77
87;39;40;25
68;46;88;43
44;3;1;30
58;65;24;43
31;46;62;1
44;68;85;36
34;19;63;67
89;85;43;84
41;53;28;72
14;42;27;62
53;16;42;37
61;47;55;68
65;85;58;5
80;51;17;21
59;11;43;45
9;88;2;50
46;42;67;58
59;66;3;34
22;79;79;24
76;71;51;44
76;26;73;60
65;46;3;70
44;90;53;5
36;82;24;90
7;76;57;76
30;79;47;50
8;36;62;17
64;35;15;74
46;7;42;39
20;23;90;38
12;13;37;83
27;90;87;20
87;86;3;31
76;6;31;68
82;74;84;69
72;36;17;29
83;53;7;42
